event_id	modified_uniprot	partner_uniprot	interface_signature_size	interface_contact_count	structure_complexes	interface_cluster_id
event_00843	O95786	O95786	237	284	Complex358,Complex368_1,Complex368_2,Complex368_3,Complex368_4,Complex368_5	interface_cluster_535
event_00844	O95786	Q7Z434	0	0		interface_cluster_536
event_00845	O95786	Q7Z434	0	0		interface_cluster_537
event_00846	O95786	Q7Z434	0	0		interface_cluster_538
event_00847	O95786	Q7Z434	0	0		interface_cluster_539
event_00848	O95786	Q7Z434	0	0		interface_cluster_540
event_00849	O95786	Q14258	33	15	Complex358	interface_cluster_541
event_00850	O95786	Q14258	33	15	Complex358	interface_cluster_541
event_00851	O95786	Q14258	33	15	Complex358	interface_cluster_541
event_00852	O95786	Q14258	33	15	Complex358	interface_cluster_541
event_00853	O95786	Q14258	33	15	Complex358	interface_cluster_541
event_00854	O95786	Q14258	33	15	Complex358	interface_cluster_541
event_00855	Q9H4E7	Q14643	74	33	Complex3376	interface_cluster_542
event_00856	Q9H4E7	Q14643	74	33	Complex3376	interface_cluster_542
event_00857	P35659	Q01081	95	57	Complex1429	interface_cluster_543
event_00858	P35659	Q01081	95	57	Complex1429	interface_cluster_543
event_00859	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00860	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00861	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00862	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00863	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00864	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00865	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00866	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00867	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00868	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00869	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00870	Q8TB45	Q9Y297	13	5	Complex3009	interface_cluster_544
event_00871	Q8TB45	Q9UKB1	39	18	Complex3012	interface_cluster_545
event_00872	Q8TB45	Q9UKB1	39	18	Complex3012	interface_cluster_545
event_00873	Q8TB45	Q9UKB1	39	18	Complex3012	interface_cluster_545
event_00874	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00875	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00876	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00877	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00878	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00879	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00880	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00881	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00882	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00883	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00884	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00885	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00886	Q8TB45	P42345	589	409	Complex3001	interface_cluster_546
event_00887	Q9NR28	P98170	0	0		interface_cluster_547
event_00888	Q9NRI5	P18848	105	43	Complex3447	interface_cluster_548
event_00889	P78352	Q9Y698	58	26	Complex2063	interface_cluster_549
event_00890	P78352	P0DP23	225	147	Complex2060	interface_cluster_550
event_00891	P78352	Q13526	36	14	Complex2061	interface_cluster_551
event_00892	P78352	Q13526	36	14	Complex2061	interface_cluster_551
event_00893	P78352	Q14289	48	21	Complex2064	interface_cluster_552
event_00894	Q9NPF5	O43684	76	36	Complex188	interface_cluster_553
event_00895	Q9H3Z4	P0DMV8	21	10	Complex3365	interface_cluster_554
event_00896	Q9H3Z4	P0DMV8	21	10	Complex3365	interface_cluster_554
event_00897	Q9H3Z4	P62258	28	12	Complex3361	interface_cluster_555
event_00898	Q9H3Z4	P61981	29	11	Complex3363	interface_cluster_556
event_00899	Q9H3Z4	Q04917	24	8	Complex3362	interface_cluster_557
event_00900	Q9H3Z4	P63104	41	18	Complex3364	interface_cluster_558
event_00901	O75061	Q00610	37	14	Complex254	interface_cluster_559
event_00902	P26358	A8MW92	63	24	Complex1208	interface_cluster_560
event_00903	P26358	P31946	37	21	Complex1209	interface_cluster_561
event_00904	P26358	P61981	28	13	Complex1211	interface_cluster_562
event_00905	P26358	Q04917	21	8	Complex1210	interface_cluster_563
event_00906	Q14184	Q07866	42	20	Complex2467	interface_cluster_564
event_00907	Q14185	P63000	90	46	Complex2468	interface_cluster_565
event_00908	Q8NF50	Q9Y2L9	64	29	Complex2985	interface_cluster_566
event_00909	Q8NF50	Q9Y2L9	64	29	Complex2985	interface_cluster_566
event_00910	Q8NF50	Q9Y2L9	64	29	Complex2985	interface_cluster_566
event_00911	Q99704	P16333	83	39	Complex3254	interface_cluster_567
event_00912	Q99704	P08575	53	19	Complex3253	interface_cluster_568
event_00913	Q99704	P08575	53	19	Complex3253	interface_cluster_568
event_00914	Q99704	P20936	48	24	Complex3255	interface_cluster_569
event_00915	Q99704	P20936	48	24	Complex3255	interface_cluster_569
event_00916	Q99704	O60880	54	21	Complex3258	interface_cluster_570
event_00917	Q16555	Q07866	40	17	Complex2721	interface_cluster_571
event_00918	Q16555	O95980	96	38	Complex2719	interface_cluster_572
event_00919	Q16555	O95980	96	38	Complex2719	interface_cluster_572
event_00920	Q16555	Q71U36	45	23	Complex2722	interface_cluster_573
event_00921	Q9BPU6	Q71U36	42	17	Complex3275	interface_cluster_574
event_00922	P21728	P36575	47	20	Complex1141	interface_cluster_575
event_00923	P21728	P36575	47	20	Complex1141	interface_cluster_575
event_00924	P21728	P36575	47	20	Complex1141	interface_cluster_575
event_00925	P21728	P36575	47	20	Complex1141	interface_cluster_575
event_00926	P21728	P36575	47	20	Complex1141	interface_cluster_575
event_00927	P21728	P36575	47	20	Complex1141	interface_cluster_575
event_00928	P35462	P21333	0	0		interface_cluster_576
event_00929	Q9NZJ0	Q86XK2	36	13	Complex3491	interface_cluster_577
event_00930	Q9NZJ0	P62258	77	37	Complex3489	interface_cluster_578
event_00931	Q9NZJ0	P61981	49	26	Complex3490	interface_cluster_579
event_00932	O60941	Q12756	65	26	Complex253	interface_cluster_580
event_00933	P23919	Q92993	15	5	Complex1184	interface_cluster_581
event_00934	P28562	Q13309	48	22	Complex1223	interface_cluster_582
event_00935	P28562	Q13309	48	22	Complex1223	interface_cluster_582
event_00936	O14641	P53350	74	36	Complex33	interface_cluster_583
event_00937	O14641	P53350	74	36	Complex33	interface_cluster_583
event_00938	P63167	O43521	40	17	Complex150	interface_cluster_584
event_00939	P63167	O43521	40	17	Complex150	interface_cluster_584
event_00940	P63167	P54132	42	19	Complex1964	interface_cluster_585
event_00941	P63167	P51530	32	13	Complex1965	interface_cluster_584
event_00942	P63167	P63167	12	4	Complex150,Complex1961,Complex1964,Complex1965,Complex1966,Complex1969,Complex1970,Complex1971,Complex3030	interface_cluster_586
event_00943	P63167	P63167	12	4	Complex150,Complex1961,Complex1964,Complex1965,Complex1966,Complex1969,Complex1970,Complex1971,Complex3030	interface_cluster_586
event_00944	P63167	P63167	12	4	Complex150,Complex1961,Complex1964,Complex1965,Complex1966,Complex1969,Complex1970,Complex1971,Complex3030	interface_cluster_586
event_00945	P63167	P49959	22	10	Complex1969	interface_cluster_587
event_00946	P63167	O60934	27	10	Complex1970	interface_cluster_584
event_00947	P63167	Q92878	18	8	Complex1971	interface_cluster_588
event_00948	P63167	Q12888	21	7	Complex1961	interface_cluster_589
event_00949	P63172	Q9Y6G9	31	11	Complex1972	interface_cluster_590
event_00950	P63172	Q96D42	23	11	Complex1974	interface_cluster_591
event_00951	P63172	P08100	50	27	Complex1973	interface_cluster_592
event_00952	Q13627	P31946	47	21	Complex2444	interface_cluster_593
event_00953	Q01094	P04280	109	52	Complex2112	interface_cluster_594
event_00954	Q01094	P04280	109	52	Complex2112	interface_cluster_594
event_00955	Q01094	P04280	109	52	Complex2112	interface_cluster_594
event_00956	Q01094	P04280	109	52	Complex2112	interface_cluster_594
event_00957	Q01094	P06400	246	144	Complex2113,Complex636	interface_cluster_595
event_00958	Q01094	P06400	246	144	Complex2113,Complex636	interface_cluster_595
event_00959	Q01094	P06400	246	144	Complex2113,Complex636	interface_cluster_595
event_00960	Q01094	Q15631	28	10	Complex2110	interface_cluster_596
event_00961	Q01094	Q15631	28	10	Complex2110	interface_cluster_596
event_00962	O95905	Q9NWS0	33	15	Complex398	interface_cluster_597
event_00963	Q96F86	P31946	46	20	Complex3174	interface_cluster_598
event_00964	O00418	P0DP23	134	85	Complex14	interface_cluster_599
event_00965	P00533	P22681	72	30	Complex442	interface_cluster_600
event_00966	P00533	P46108	77	40	Complex436_1,Complex436_2	interface_cluster_601
event_00967	P00533	P41240	32	14	Complex437	interface_cluster_602
event_00968	P00533	P62993	71	44	Complex443_1,Complex443_2,Complex443_3	interface_cluster_603
event_00969	P00533	P62993	71	44	Complex443_1,Complex443_2,Complex443_3	interface_cluster_603
event_00970	P00533	P62993	71	44	Complex443_1,Complex443_2,Complex443_3	interface_cluster_603
event_00971	P00533	P62993	71	44	Complex443_1,Complex443_2,Complex443_3	interface_cluster_603
event_00972	P00533	Q06124	128	72	Complex434_1,Complex434_2,Complex434_3	interface_cluster_604
event_00973	P00533	Q06124	128	72	Complex434_1,Complex434_2,Complex434_3	interface_cluster_604
event_00974	P00533	Q06124	128	72	Complex434_1,Complex434_2,Complex434_3	interface_cluster_604
event_00975	P00533	P29350	33	15	Complex449	interface_cluster_605
event_00976	P00533	Q9H299	47	17	Complex433	interface_cluster_606
event_00977	P00533	P29353	26	11	Complex432	interface_cluster_607
event_00978	P00533	P29353	26	11	Complex432	interface_cluster_607
event_00979	P00533	P29353	26	11	Complex432	interface_cluster_607
event_00980	P00533	P29353	26	11	Complex432	interface_cluster_607
event_00981	P00533	P29353	26	11	Complex432	interface_cluster_607
event_00982	P00533	P29353	26	11	Complex432	interface_cluster_607
event_00983	P00533	P13866	54	31	Complex431	interface_cluster_608
event_00984	P00533	P42229	89	40	Complex435	interface_cluster_609
event_00985	P00533	P42229	89	40	Complex435	interface_cluster_609
event_00986	Q96KS0	Q16665	26	9	Complex3194	interface_cluster_610
event_00987	Q96KQ7	P68431	90	40	Complex3192	interface_cluster_611
event_00988	Q96KQ7	P27694	48	21	Complex3193	interface_cluster_612
event_00989	P19525	P19525	83	66	Complex1118	interface_cluster_613
event_00990	P19525	P19525	83	66	Complex1118	interface_cluster_613
event_00991	Q9P2K8	P49407	48	22	Complex3519	interface_cluster_614
event_00992	Q9P2K8	P32121	57	21	Complex3520	interface_cluster_615
event_00993	P38919	Q9HCG8	0	0		interface_cluster_616
event_00994	P23588	O75822	93	46	Complex1180	interface_cluster_617
event_00995	P06730	Q13541	54	24	Complex2427,Complex670	interface_cluster_618
event_00996	P06730	Q9NRA8	43	16	Complex671	interface_cluster_619
event_00997	Q13541	P06730	22	10	Complex2427	interface_cluster_620
event_00998	Q13541	P06730	22	10	Complex2427	interface_cluster_620
event_00999	Q13541	P06730	49	24	Complex2427,Complex670	interface_cluster_620
event_01000	Q13541	P06730	49	24	Complex2427,Complex670	interface_cluster_620
event_01001	Q13541	P06730	22	10	Complex2427	interface_cluster_620
event_01002	Q13541	P06730	22	10	Complex2427	interface_cluster_620
event_01003	Q04637	P60842	152	149	Complex2191_1,Complex2191_2,Complex2191_3,Complex2191_4,Complex2191_5,Complex2191_6,Complex2191_7	interface_cluster_621
event_01004	Q04637	Q9BUB5	75	39	Complex2190	interface_cluster_622
event_01005	P78344	P20042	110	53	Complex2057	interface_cluster_623
event_01006	Q15717	Q9Y297	55	30	Complex2669	interface_cluster_624
event_01007	Q15717	Q96CS3	69	33	Complex2670	interface_cluster_625
event_01008	Q15717	Q96CS3	69	33	Complex2670	interface_cluster_625
event_01009	Q15717	P27348	49	27	Complex2668	interface_cluster_626
event_01010	P19419	O14965	0	0		interface_cluster_627
event_01011	Q92556	P16333	33	12	Complex3077	interface_cluster_628
event_01012	Q92556	P16333	33	12	Complex3077	interface_cluster_628
event_01013	Q92556	P16333	33	12	Complex3077	interface_cluster_628
event_01014	Q92556	P16333	33	12	Complex3077	interface_cluster_628
event_01015	P50402	O75531	19	8	Complex1724	interface_cluster_629
event_01016	Q9HC35	Q71U36	39	15	Complex3413	interface_cluster_630
event_01017	Q9HC35	Q9H4B7	69	34	Complex3414	interface_cluster_631
event_01018	Q14249	P61981	33	19	Complex2478	interface_cluster_632
event_01019	Q14249	P61981	33	19	Complex2478	interface_cluster_632
event_01020	O43768	P37840	24	11	Complex197	interface_cluster_633
event_01021	Q09472	P38398	45	17	Complex2261	interface_cluster_634
event_01022	Q09472	Q13111	33	12	Complex2262	interface_cluster_635
event_01023	Q09472	P35222	52	20	Complex2256	interface_cluster_636
event_01024	Q09472	Q9Y3R0	32	11	Complex2263	interface_cluster_637
event_01025	Q09472	O60934	39	14	Complex2260	interface_cluster_638
event_01026	Q09472	P13631	53	26	Complex2257	interface_cluster_639
event_01027	Q09472	P19793	27	9	Complex2258	interface_cluster_640
event_01028	Q09472	P10828	23	9	Complex882	interface_cluster_641
event_01029	Q99814	P08047	70	32	Complex3269	interface_cluster_642
event_01030	P29317	O15357	28	32	Complex1236	interface_cluster_643
event_01031	P29317	O15357	28	32	Complex1236	interface_cluster_643
event_01032	P29317	O15357	28	32	Complex1236	interface_cluster_643
event_01033	P29317	P16333	46	18	Complex1237	interface_cluster_644
event_01034	P29317	P52735	35	14	Complex1232	interface_cluster_645
event_01035	P29317	P52735	35	14	Complex1232	interface_cluster_645
event_01036	P29317	Q9UKW4	49	27	Complex1233	interface_cluster_646
event_01037	P29317	Q9UKW4	49	27	Complex1233	interface_cluster_646
event_01038	P54762	Q14451	59	22	Complex1838	interface_cluster_647
event_01039	P54762	P16333	37	18	Complex1837	interface_cluster_648
event_01040	P54753	P46108	59	32	Complex1834	interface_cluster_649
event_01041	P54753	P06241	71	34	Complex1835	interface_cluster_650
event_01042	P54753	P20936	73	35	Complex1836	interface_cluster_651
event_01043	O95278	Q6VVB1	41	18	Complex336	interface_cluster_652
event_01044	P07814	P04406	55	23	Complex701	interface_cluster_653
event_01045	P07814	Q15366	56	21	Complex705	interface_cluster_654
event_01046	P07814	P40429	50	27	Complex704	interface_cluster_655
event_01047	P07814	Q6PCB7	53	25	Complex706	interface_cluster_656
event_01048	P07814	O60506	45	20	Complex702	interface_cluster_657
event_01049	P07814	O60506	45	20	Complex702	interface_cluster_657
event_01050	Q12929	O14654	37	16	Complex2291	interface_cluster_658
event_01051	P04626	O75131	27	10	Complex529	interface_cluster_659
event_01052	P04626	P00533	37	22	Complex520	interface_cluster_660
event_01053	P04626	P62993	65	46	Complex525_1,Complex525_2,Complex525_3	interface_cluster_661
event_01054	P04626	Q06124	75	48	Complex524_1,Complex524_2,Complex524_3	interface_cluster_662
event_01055	P04626	Q9H299	51	22	Complex522	interface_cluster_663
event_01056	P04626	Q9H299	51	22	Complex522	interface_cluster_663
event_01057	P04626	P29353	48	19	Complex521	interface_cluster_664
event_01058	P04626	P29353	48	19	Complex521	interface_cluster_664
event_01059	P04626	P29353	48	19	Complex521	interface_cluster_664
event_01060	P04626	P29353	48	19	Complex521	interface_cluster_664
event_01061	P04626	P29353	48	19	Complex521	interface_cluster_664
event_01062	P21860	P62993	91	55	Complex1150_1,Complex1150_2,Complex1150_3	interface_cluster_665
event_01063	P21860	P62993	91	55	Complex1150_1,Complex1150_2,Complex1150_3	interface_cluster_665
event_01064	P21860	O00459	61	28	Complex1148_1,Complex1148_2	interface_cluster_666
event_01065	P21860	O00459	61	28	Complex1148_1,Complex1148_2	interface_cluster_666
event_01066	P21860	O00459	61	28	Complex1148_1,Complex1148_2	interface_cluster_666
event_01067	P21860	O00459	61	28	Complex1148_1,Complex1148_2	interface_cluster_666
event_01068	P21860	O00459	61	28	Complex1148_1,Complex1148_2	interface_cluster_666
event_01069	P21860	O00459	61	28	Complex1148_1,Complex1148_2	interface_cluster_666
event_01070	P21860	P29353	34	14	Complex1156	interface_cluster_667
event_01071	Q15303	P42684	152	68	Complex2604_1,Complex2604_2,Complex2604_3	interface_cluster_668
event_01072	Q15303	P42684	152	68	Complex2604_1,Complex2604_2,Complex2604_3	interface_cluster_668
event_01073	Q15303	P42684	152	68	Complex2604_1,Complex2604_2,Complex2604_3	interface_cluster_668
event_01074	Q15303	P42684	152	68	Complex2604_1,Complex2604_2,Complex2604_3	interface_cluster_668
event_01075	Q15303	P42684	152	68	Complex2604_1,Complex2604_2,Complex2604_3	interface_cluster_668
event_01076	Q15303	P42684	152	68	Complex2604_1,Complex2604_2,Complex2604_3	interface_cluster_668
event_01077	Q15303	P22681	51	21	Complex2605	interface_cluster_669
event_01078	Q15303	P46108	65	36	Complex2601	interface_cluster_670
event_01079	Q15303	P46108	65	36	Complex2601	interface_cluster_670
event_01080	Q15303	P62993	49	27	Complex2616	interface_cluster_671
event_01081	Q15303	P62993	49	27	Complex2616	interface_cluster_671
event_01082	Q15303	P62993	49	27	Complex2616	interface_cluster_671
event_01083	Q15303	P62993	49	27	Complex2616	interface_cluster_671
event_01084	Q15303	P62993	49	27	Complex2616	interface_cluster_671
event_01085	Q15303	P62993	49	27	Complex2616	interface_cluster_671
event_01086	Q15303	P62993	49	27	Complex2616	interface_cluster_671
event_01087	Q15303	O43639	35	17	Complex2632	interface_cluster_672
event_01088	Q15303	P27986	69	34	Complex2606	interface_cluster_673
event_01089	Q15303	O00459	85	41	Complex2607	interface_cluster_674
event_01090	Q15303	O00459	85	41	Complex2607	interface_cluster_674
event_01091	Q15303	Q92569	59	24	Complex2609	interface_cluster_675
event_01092	Q15303	P16885	44	17	Complex2598	interface_cluster_676
event_01093	Q15303	Q06124	45	18	Complex2599	interface_cluster_677
event_01094	Q15303	P29353	26	9	Complex2597	interface_cluster_678
event_01095	Q15303	P29353	26	9	Complex2597	interface_cluster_678
event_01096	Q15303	P29353	26	9	Complex2597	interface_cluster_678
event_01097	Q15303	P29353	26	9	Complex2597	interface_cluster_678
event_01098	Q15303	P29353	26	9	Complex2597	interface_cluster_678
event_01099	Q15303	P29353	26	9	Complex2597	interface_cluster_678
event_01100	Q15303	P12931	89	40	Complex2611	interface_cluster_679
event_01101	Q15303	P42224	52	23	Complex2603	interface_cluster_680
event_01102	Q15303	P42229	88	45	Complex2600	interface_cluster_681
event_01103	Q15303	P43405	81	42	Complex2614_1,Complex2614_2,Complex2614_3	interface_cluster_682
event_01104	Q15303	P43405	81	42	Complex2614_1,Complex2614_2,Complex2614_3	interface_cluster_682
event_01105	Q15303	P52735	39	21	Complex2617	interface_cluster_683
event_01106	Q15303	Q9UKW4	34	17	Complex2602	interface_cluster_684
event_01107	Q15303	Q9UKW4	34	17	Complex2602	interface_cluster_684
event_01108	Q03468	P38398	72	34	Complex2176	interface_cluster_685
event_01109	Q9UJM3	P00533	0	0		interface_cluster_686
event_01110	Q9UJM3	P00533	0	0		interface_cluster_687
event_01111	Q9UJM3	P00533	0	0		interface_cluster_688
event_01112	Q9UJM3	P00533	0	0		interface_cluster_689
event_01113	Q14674	P14635	0	0		interface_cluster_690
event_01114	Q14674	Q13526	72	32	Complex2529	interface_cluster_691
event_01115	Q14674	Q13526	72	32	Complex2529	interface_cluster_691
event_01116	P03372	P03372	322	344	Complex112,Complex1397,Complex2383,Complex2536,Complex3533,Complex3749,Complex489,Complex490,Complex491,Complex492,Complex493,Complex494,Complex495,Complex496,Complex497,Complex498,Complex499,Complex500,Complex501	interface_cluster_692
event_01117	P03372	P27986	42	18	Complex493	interface_cluster_693
event_01118	P03372	Q13526	60	30	Complex494	interface_cluster_694
event_01119	P03372	Q15459	109	51	Complex489	interface_cluster_695
event_01120	P03372	P31947	47	24	Complex500	interface_cluster_696
event_01121	P03372	Q13309	37	16	Complex495	interface_cluster_697
event_01122	P03372	P12931	47	19	Complex492	interface_cluster_698
event_01123	P03372	Q9UGU0	50	19	Complex490	interface_cluster_699
event_01124	P03372	P31946	70	37	Complex496	interface_cluster_700
event_01125	P03372	P62258	77	39	Complex497	interface_cluster_701
event_01126	P03372	P61981	41	20	Complex499	interface_cluster_702
event_01127	P03372	Q04917	38	16	Complex498	interface_cluster_696
event_01128	P03372	P63104	48	25	Complex501	interface_cluster_703
event_01129	Q92731	Q09472	42	19	Complex3091	interface_cluster_704
event_01130	P14921	Q8NHY2	87	42	Complex968	interface_cluster_705
event_01131	P14921	Q8NHY2	87	42	Complex968	interface_cluster_705
event_01132	P14921	Q8NHY2	87	42	Complex968	interface_cluster_705
event_01133	P14921	Q09472	38	15	Complex966	interface_cluster_706
event_01134	P14921	Q09472	38	15	Complex966	interface_cluster_706
event_01135	P43268	Q8NHY2	94	42	Complex1553	interface_cluster_707
event_01136	Q9UQ84	P31947	77	32	Complex3626	interface_cluster_708
event_01137	Q9UPT5	Q96A65	33	12	Complex3619	interface_cluster_709
event_01138	Q9UPT5	Q8IYI6	70	27	Complex3620	interface_cluster_710
event_01139	Q15910	Q9Y297	80	37	Complex2693	interface_cluster_711
event_01140	Q15910	P68431	79	40	Complex2689	interface_cluster_712
event_01141	Q15910	Q12972	48	21	Complex2692	interface_cluster_713
event_01142	Q15910	Q09028	55	27	Complex2690	interface_cluster_714
event_01143	Q15910	Q15022	447	245	Complex2565,Complex2691	interface_cluster_715
event_01144	P15311	P68133	59	29	Complex998	interface_cluster_716
event_01145	P15311	Q8TDY4	60	22	Complex994	interface_cluster_717
event_01146	P15311	P15311	6	0	Complex1403,Complex2644,Complex994,Complex995,Complex996,Complex997,Complex998	interface_cluster_718
event_01147	P15311	P07332	60	25	Complex997	interface_cluster_719
event_01148	P15311	P27986	62	30	Complex996	interface_cluster_720
event_01149	P15311	Q13277	72	37	Complex995	interface_cluster_721
event_01150	Q9Y624	P41240	35	14	Complex3737	interface_cluster_722
event_01151	Q13158	Q92851	53	32	Complex2346_1,Complex2346_2	interface_cluster_723
event_01152	Q13158	Q92851	53	32	Complex2346_1,Complex2346_2	interface_cluster_723
event_01153	Q13158	Q92851	53	32	Complex2346_1,Complex2346_2	interface_cluster_723
event_01154	Q13158	O00429	51	21	Complex2345	interface_cluster_724
event_01155	Q13158	O00429	51	21	Complex2345	interface_cluster_724
event_01156	Q13158	O00429	51	21	Complex2345	interface_cluster_724
event_01157	Q9UNN5	Q92830	75	40	Complex3605	interface_cluster_725
event_01158	Q9UNN5	P55072	34	27	Complex3606_1,Complex3606_2	interface_cluster_726
event_01159	Q9BXW9	P51587	79	32	Complex3303_1	interface_cluster_727
event_01160	Q9BXW9	O43524	21	7	Complex3304	interface_cluster_728
event_01161	O15287	P51587	63	32	Complex98_1	interface_cluster_729
event_01162	O15287	O43542	67	32	Complex99	interface_cluster_730
event_01163	P09467	Q04206	61	28	Complex801	interface_cluster_731
event_01164	P09467	Q9UNE7	58	31	Complex800	interface_cluster_732
event_01165	Q5XUX0	Q12834	50	23	Complex2844	interface_cluster_733
event_01166	Q5XUX0	P12830	33	15	Complex2845	interface_cluster_734
event_01167	Q9UKT5	Q9UKT5	60	54	Complex3580,Complex3581,Complex482	interface_cluster_735
event_01168	Q9UKT5	P62258	73	40	Complex3580	interface_cluster_736
event_01169	Q969H0	P24864	69	35	Complex3119	interface_cluster_737
event_01170	Q969H0	Q13526	59	30	Complex3120	interface_cluster_738
event_01171	Q6DN72	Q06124	34	14	Complex2855	interface_cluster_739
event_01172	P39748	P12004	94	59	Complex1494_1,Complex1494_2,Complex1494_3	interface_cluster_740
event_01173	Q96AC1	Q8WUP2	32	17	Complex3128	interface_cluster_741
event_01174	Q92915	Q99250	147	94	Complex3107	interface_cluster_742
event_01175	Q92915	Q99250	147	94	Complex3107	interface_cluster_742
event_01176	Q92915	Q9UQD0	141	90	Complex3108	interface_cluster_742
event_01177	Q92915	Q9UQD0	141	90	Complex3108	interface_cluster_742
event_01178	P11362	P46108	57	24	Complex903	interface_cluster_743
event_01179	P11362	P19174	689	547	Complex905	interface_cluster_744
event_01180	P11362	P40763	22	10	Complex904	interface_cluster_745
event_01181	P21802	P63104	53	24	Complex1147	interface_cluster_746
event_01182	P07954	P15336	52	24	Complex762	interface_cluster_747
event_01183	P07954	P0C0S5	43	21	Complex764	interface_cluster_748
event_01184	P07954	Q06330	54	27	Complex761	interface_cluster_749
event_01185	P07954	Q06330	54	27	Complex761	interface_cluster_749
event_01186	P07954	P63104	41	16	Complex760	interface_cluster_750
event_01187	Q86V87	P27348	34	16	Complex2918	interface_cluster_751
event_01188	Q13451	P31749	59	28	Complex2396	interface_cluster_752
event_01189	Q13451	P31749	59	28	Complex2396	interface_cluster_752
event_01190	Q13451	P07900	66	44	Complex2400	interface_cluster_753
event_01191	Q13451	P04150	59	29	Complex2399	interface_cluster_754
event_01192	Q13451	O60346	62	26	Complex2395	interface_cluster_755
event_01193	Q13451	O60346	62	26	Complex2395	interface_cluster_755
event_01194	Q13045	Q07666	97	45	Complex2307	interface_cluster_756
event_01195	P21333	P24385	53	27	Complex1137	interface_cluster_757
event_01196	P21333	P24385	53	27	Complex1137	interface_cluster_757
event_01197	P36888	P06241	44	18	Complex1455	interface_cluster_758
event_01198	P36888	P06241	44	18	Complex1455	interface_cluster_758
event_01199	P36888	P06241	44	18	Complex1455	interface_cluster_758
event_01200	P36888	Q13322	44	17	Complex1453	interface_cluster_759
event_01201	P36888	Q13322	44	17	Complex1453	interface_cluster_759
event_01202	P36888	P62993	93	44	Complex1459	interface_cluster_760
event_01203	P36888	P62993	93	44	Complex1459	interface_cluster_760
event_01204	P36888	P62993	93	44	Complex1459	interface_cluster_760
event_01205	P36888	Q06124	71	32	Complex1457	interface_cluster_761
event_01206	P36888	P12931	70	33	Complex1454	interface_cluster_762
event_01207	P36888	P12931	70	33	Complex1454	interface_cluster_762
event_01208	P35916	P46108	32	12	Complex1433	interface_cluster_763
event_01209	P35916	P46108	32	12	Complex1433	interface_cluster_763
event_01210	P35916	P46108	32	12	Complex1433	interface_cluster_763
event_01211	P35916	P62993	107	61	Complex1436_1,Complex1436_2,Complex1436_3	interface_cluster_764
event_01212	P35916	P62993	107	61	Complex1436_1,Complex1436_2,Complex1436_3	interface_cluster_764
event_01213	P35916	P29353	67	29	Complex1435	interface_cluster_765
event_01214	P35916	P29353	67	29	Complex1435	interface_cluster_765
event_01215	Q8TF40	P07900	40	20	Complex3043	interface_cluster_766
event_01216	Q8TF40	P07900	40	20	Complex3043	interface_cluster_766
event_01217	Q8TF40	P07900	40	20	Complex3043	interface_cluster_766
event_01218	Q8TF40	P07900	40	20	Complex3043	interface_cluster_766
event_01219	Q8TF40	P07900	40	20	Complex3043	interface_cluster_766
event_01220	P01100	Q8NHM5	58	32	Complex454	interface_cluster_767
event_01221	P01100	Q8IWV7	54	24	Complex453	interface_cluster_768
event_01222	P58012	Q00987	91	38	Complex1857	interface_cluster_769
event_01223	P58012	P63279	32	17	Complex1858	interface_cluster_770
event_01224	Q08050	P30304	90	35	Complex2247	interface_cluster_771
event_01225	Q08050	P30304	90	35	Complex2247	interface_cluster_771
event_01226	Q08050	Q13526	30	11	Complex2246	interface_cluster_772
event_01227	Q08050	Q13526	30	11	Complex2246	interface_cluster_772
event_01228	P32314	Q9Y297	45	19	Complex1351	interface_cluster_773
event_01229	P32314	Q9Y297	45	19	Complex1351	interface_cluster_773
event_01230	Q12778	P46940	50	22	Complex2272	interface_cluster_774
event_01231	Q12778	P31947	44	24	Complex2264	interface_cluster_775
event_01232	Q12778	P31947	44	24	Complex2264	interface_cluster_775
event_01233	Q12778	Q13309	42	16	Complex2271	interface_cluster_776
